text,sentiment,url
"Fred Willard, the comedic actor whose improv style kept him relevant for more than 50 years in films like This Is Spinal Tap, Best In Show, and Anchorman, has died, the AP reports. He was 86. Willard's daughter, Hope Mulbarger, said in a statement Saturday that her father died peacefully Friday night. The cause of his death has not been released. ""He kept moving, working and making us happy until the very end,"" Mulbarger said. ""We loved him so very much! We will miss him forever."" Willard was rarely a leading man or even a major supporting character. He specialized in small, scene-stealing appearances. As an arrogantly clueless sports announcer on Best In Show, his character asked his partner on-air: ""How much do you think I can bench?""Willard was a four-time Emmy nominee for his roles in What's Hot, What’s Not, Everybody Loves Raymond, Modern Family, and The Bold and the Beautiful. ""How lucky that we all got to enjoy Fred Willard’s gifts,"" said actress Jamie Lee Curtis on Twitter. ""Thanks for the deep belly laughs Mr. Willard."" Willard’s death comes nearly two years after his wife Mary Willard died at the age of 71. She was a playwright and TV writer, earning four Emmy nominations. In 2012, Willard had a brush with the law. The actor was arrested after being suspected of committing a lewd act at a Hollywood adult theater. Willard called the arrest ""very embarrassing"" but insisted he did nothing wrong. ""It's the last time I’m going to listen to my wife when she says, 'Why don't you go and see a movie?'"" Willard said.(Read more obituary stories.)",neg,"https://www.newser.com/story/291000/to-the-man-who-gave-us-deep-belly-laughs-goodbye.html
"
"Logan Williams' death remains tragic, but at least the cause is known—and might help others avoid the same fate. His grieving mother, Marlyse, has stepped into the media spotlight to explain how The Flash star died suddenly on April 2 at age 16. ""His death is not going to be in vain,"" she tells the New York Post. ""He's going to help a lot of people down the road."" She says her son died of a fentanyl overdose after his career became too stressful and he turned to drugs for relief. Logan ""was in complete denial because he was so ashamed,"" she says. But he was also successful, landing roles in series like When Calls the Heart, The Whispers, and Supernatural as he managed to stay afloat in school.His biggest stress was auditioning, she says, so he took time off—then turned to marijuana by age 13 and later to other, harder drugs. Logan ""was in complete denial because he was so ashamed,"" she says. So she mortgaged her home to put him through treatment, including a pricey American center last summer and one in Canada for a month: ""I did everything but handcuff him to me to try to keep him safe,"" she says. But four days after an ""amazing"" meal together on March 30, she was identifying his body in a funeral home. ""Seeing him like that was as gut-wrenching as hearing that he died. It was horrific. Horrific. He was cold."" Marlyse says she's speaking out in the hope others can avoid the same experience, People reports. (Read more celebrity death stories.)",neg,"https://www.newser.com/story/290987/mom-of-the-flash-actor-this-is-how-he-died.html
"
"The pilot flying Kobe Bryant and seven others to a youth basketball tournament did not have alcohol or drugs in his system, and all nine sustained immediately fatal injuries when their helicopter slammed into a hillside outside Los Angeles in January, according to autopsies released Friday. The reports by the Los Angeles County coroner’s office provide a clinical but unvarnished look at the brutality of the crash, the AP reports. One of the most popular sports figures in Los Angeles and a celebrity around the globe, Bryant was broken beyond recognition when his body was found outside the wreckage of the chopper, His remains had to be identified by his fingerprints. The report made it clear: Bryant and the passengers almost certainly were dead in an instant due to blunt trauma.""These injuries are rapidly if not instantly fatal,"" wrote Juan Carrillo, senior deputy medical examiner, in Bryant’s report. The crash that killed the 41-year-old retired Los Angeles Lakers star, his 13-year-old daughter Gianna, pilot Ara Zobayan, and the others is considered accidental. The group encountered thick fog in the San Fernando Valley north of Los Angeles. Zobayan, an experienced pilot who often flew Bryant, climbed sharply and had nearly succeeded breaking through the clouds when the craft took an abrupt left turn and plunged into the hills below. When it struck the ground, it was flying at about 184 mph and descending at a rate of more than 4,000 feet per minute. Bryant's body was found on one side of the wreckage and his daughter was found in a ravine on the opposite side. (The pilot's brother blames Kobe and Gianna.)",neg,"https://www.newser.com/story/290989/autopsies-are-out-from-kobe-copter-crash.html
"
"The bodies of a teen about to graduate from high school and her older sister were found under a Georgia bridge this week, and police say it's now a homicide investigation. CNN identifies the women as 19-year-old Vanita Richardson and 31-year-old Truvenia Campbell. The news site says the women were half sisters, though a family friend tells WXIA they were stepsisters. Georgia Bureau of Investigation official Brian Johnston says the women appeared to have been dropped over the Etowah Bridge in Rome, per the Rome News-Tribune. He says their bodies were discovered by Georgia Department of Transportation workers around 11am Wednesday when they showed up to do routine maintenance work on the bridge.Initial scanner traffic reports indicated the women had bags over their heads and that there were shotgun shells near their bodies, though those reports remain unconfirmed. Investigators are now on the lookout for the vehicle the women had been driving: a gold 1997 Toyota Corolla, which wasn't at the scene where their bodies were found, per the GBI. ""We are deeply saddened and heartbroken by the news of the death of one of our students, Vanita Richardson who was scheduled to graduate next Saturday,"" Floyd County Schools tweeted on Thursday. ""Vanita will be remembered for being a fun-loving, humble, and motivated student who was making strong plans for her future."" The GBI is asking anyone who may have seen anything suspicious in that area on Tuesday night into Wednesday morning to call 1-800-597-8477. (Read more Georgia stories.)",neg,"https://www.newser.com/story/290979/2-sisters-found-dead-under-georgia-bridge.html
"
"The coronavirus pandemic has pushed troubled department store chain JCPenney into Chapter 11 bankruptcy, per the AP. It's the fourth major retailer to meet that fate. As part of its reorganization, the 118-year-old company said late Friday it will be closing some of its stores and will disclose details and timing in the coming weeks. The company operates 850 stores and it has nearly 90,000 workers. It said that it received $900 million in financing to help it operate during the restructuring. JCPenney joins luxury department store chain Neiman Marcus, J. Crew, and Stage Stores in filing for bankruptcy reorganization. Plenty of other retailers are expected to follow. Many experts are pessimistic about JCPenney's survival even as it sheds its debt and shrinks the number of its stores.Its fashion and home offerings haven't stood out for years. And moreover, its middle-to-low-income customers have been the hardest hit by massive layoffs during the pandemic. Many of them will likely shop more at discounters—if they shop at all, analysts say. ""This is a long, sad story,"" said Ken Perkins, president of Retail Metrics, a retail research firm. ""Penney offers no reason to shop there compared to its competitors, whether it's Macy’s or TJ Maxx or Walmart. How are they going to survive?"" The company's roots began in 1902 when James Cash Penney started a dry good store in Kemmerer, Wyo. The retailer had focused its stores in downtown areas but expanded into suburban shopping malls as they became more popular starting in the 1960s. With that expansion, Penney added appliances, hair salons, and portrait studios.(Read more JCPenney stories.)",neg,"https://www.newser.com/story/290978/another-retailer-topples-in-pandemic-jc-penney.html
"
"He was a Green Beret awarded the Congressional Medal of Honor for his heroic actions in Afghanistan, as well as a Secret Service staffer later in his career. Now, per the Army Times, both those organizations are mourning the loss of former Army Staff Sgt. Ronald Shurer II, who died Thursday of lung cancer at DC's Sibley Memorial Hospital. He was 41. Just two days ago, Shurer posted on Instagram that doctors were preparing to take out his ventilator, an often risky procedure. ""Very upset to write this ... been unconscious for a week,"" he wrote. ""They can't tell me if it will work."" In 2018, Shurer, who enlisted in the military after the Sept. 11, 2001, terror attacks, had received the Medal of Honor, the nation's highest military honor, for his actions as a medic in Afghanistan in 2008, when his Special Forces team was attacked by militants.After an honorable discharge later in 2008, Shurer started a career with the Secret Service, eventually joining the Special Operations Division in 2014. He was diagnosed with cancer three years ago. ""He was an amazing man,"" says his wife, Miranda Shurer, per CBS News. ""The same characteristics that made him a great teammate in Special Forces also made him a great husband and a great father and a great friend,"" she adds. ""Today, we lost an American Hero,"" the Secret Service tweeted. Meanwhile, one of his interpreters in Afghanistan tells Stars and Stripes: ""I feel like I lost my blood brother."" Shurer, who will be buried at Arlington National Cemetery once pandemic restrictions are lifted, is survived by his wife and two sons. (Read more Medal of Honor stories.)",neg,"https://www.newser.com/story/290963/green-beret-who-received-medal-of-honor-dies-at-41.html
"
"US retail sales tumbled by a record 16.4% from March to April as business shutdowns caused by the coronavirus kept shoppers away, per the AP. The Commerce Department’s report Friday on retail purchases showed a sector that has collapsed so quickly that sales over the past 12 months are down a crippling 21.6%. The severity of the decline is unrivaled for retail figures that date back to 1992. The monthly decline in April nearly doubled the previous record drop of 8.3%—set just one month earlier. “It’s like a hurricane came and leveled the entire economy, and now we’re trying to get it back up and running,” said Joshua Shapiro, chief US economist for the consultancy Maria Fiorini Ramirez. The sharpest declines from March to April were at clothing, electronics, and furniture stores.While online sales have risen amid the outbreak, that didn't make up for the general retail misery. Auto dealers suffered a monthly drop of 13%. Furniture stores absorbed a 59% plunge. Electronics and appliance stores were down over 60%. Retailers that sell building materials posted a drop of roughly 3%. After panic buying in March, grocery sales fell 13%. Clothing-store sales tumbled 79%, department stores 29%. Restaurants, some of which are already starting to close permanently, endured a nearly 30% decline despite shifting aggressively to takeout and delivery orders. More bad news Friday: American industry recorded the biggest drop on record last month as factories, mines, and utilities were all battered by the pandemic as well. The Federal Reserve said its industrial production index plunged a record 11.2% in April, per the AP.(Read more industrial stories.)",neg,"https://www.newser.com/story/290957/retail-sales-have-never-fallen-this-much.html
"
"Cassandra Callender, who was forced by Connecticut courts as a teenager to undergo chemotherapy for cancer, has died after a five-year battle with the disease, her mother said Thursday. She was 22, the AP reports. Callender, of Windsor Locks, died Tuesday at home, where she had been in hospice care for four months, Jackie Fortin said. “The cancer never went away,” Fortin said. “They said they saved her life. They lied. She suffered for five years. It was horrific. If you did that to your dog, you’d get arrested.” A judge in 2015 ordered Callender, known as “Cassandra C.” during her legal fight, to undergo chemotherapy for Hodgkin's lymphoma. She had refused treatment, saying she didn’t want to poison her body. She and her mother had missed several appointments, and doctors notified the state Department of Children and Families, which stepped in, according to court documents.A juvenile court judge removed Callender, who was 17 at the time, from her home and placed her under guard in the Connecticut Children’s Medical Center. Her case went to the state Supreme Court, which ruled in January 2015 that the department wasn’t violating her rights. Doctors eventually implanted a port in Callender against her will to administer treatment, Fortin said. She lived at the hospital for six months. In 2016, Callender disclosed that a mass had been found on her lungs and that she would undergo alternative treatments. At that point an adult and able to make her own decisions, Callender eventually agreed to more chemo, immunotherapy, and other treatments, but the cancer spread, Fortin said. “Some things work, some things don't. Nothing always works. Neither is a guarantee,"" she said. “That was the point we were trying to make all along. It should have been her choice.” Callender leaves behind 19-month-old twin sons.(Read more obituary stories.)",neg,"https://www.newser.com/story/290937/forced-to-undergo-chemo-at-17-she-died-at-22.html
"
"A sad story out of Tarpon Springs, Florida, where police say a teenage girl accidentally struck and killed her father while he was giving her a driving lesson. The pair were at a local park late Tuesday afternoon when the father got out of the truck so the girl could back his Ford F-150 into a parking spot by herself, reports the Tampa Bay Times. The 46-year-old father stood in front of the truck, and police say his daughter accidentally went forward and struck him, per CNN. The girl was tending to him when police arrived, and he was later pronounced dead at the hospital. Neither has been identified. (Read more Florida stories.)",neg,"https://www.newser.com/story/290915/girl-learning-to-drive-accidentally-kills-father.html
"
"Two giant pandas scheduled to stay in Canada for three more years are instead headed back to China. Because of the pandemic shutdown, the CBC reports, the Calgary Zoo said it's having problems getting shipments of imported bamboo. ""This is too much stress on my team and on the pandas,"" said Clément Lanthier, head of the zoo. ""Can you imagine not having bamboo for a few days?"" The zoo needs deliveries of fresh bamboo twice a week from China, he said, which hasn't been possible because of air service cutbacks. The zoo struggled find a quality replacement for Er Shun and Da Mao. ""They don't like the bamboo they get,"" Lanthier said. ""They get fewer bamboo. The bamboo's too dry."" The pandas refused to eat bamboo brought from the US, per the Calgary Herald.Because the pandas are so selective about the bamboo they eat, the zoo needs large quantities. ""I could go on and on about the problems we have encountered moving bamboo from China, the United States, and elsewhere in Canada to Calgary,” Lanthier said. “It’s been very difficult."" Fear of a second wave of COVID-19 striking also affected the decision. The zoo, which has hosted the pair since 2018, is asking Canada and China to hurry the permits needed to send the pandas back. ""There is no time for politics or delay,"" Lanthier said. ""The welfare of the animals are at risk."" The zoo is closed during the pandemic, but the pandas have been a big draw. The zoo's PandaCam has been turned off while the pandas are prepared for their trip, per the zoo's website. (Read more giant pandas stories.)",neg,"https://www.newser.com/story/290908/calgary-sending-pandas-home.html
"
"The death of Melissa Etheridge's 21-year-old son to an opioid addiction has put the focus on David Crosby, too. The musician was the biological father of Beckett Cypher, though he has so far remained relatively quiet over the death, save for a few tweeted responses, per Yahoo Entertainment. The most noteworthy one came in response to a since-deleted tweet asserting that Crosby was merely a sperm donor and ""played no other part"" in Beckett's life. ""Not true,"" wrote Crosby. When another person expressed condolences, he responded, ""Maybe it's a test."" And when someone wondered whether any of his estranged bandmates from Crosby, Stills, Nash & Young would reach out, he wrote, ""I doubt it but ... you never know.""Etheridge's former partner, Julie Cypher, conceived Beckett with Crosby as the sperm donor. Etheridge, 58, wrote that Beckett has struggled with addiction and that ""my heart is broken."" Beckett's sister, Bailey, paid tribute to her brother, notes People. ""I don’t know what to say. Today we lost my brother,"" she wrote on Instagram. ""Too heartbroken and overwhelmed to be eloquent but appreciate all those who have reached out. I love you Beckett. Fly high and watch over us."" (Read more David Crosby stories.)",neg,"https://www.newser.com/story/290912/david-crosby-not-true-i-was-just-a-donor.html
"
"Chickens aren't the only animals getting gassed amid the coronavirus pandemic. As the New York Times reports, American pork producers are killing and disposing of hundreds of thousands of pigs ""without processing them into food."" Closures of meatpacking plants mean there's a backlog of pigs waiting for slaughter. And farmers say there isn't enough space to house them or money to feed them. While cattle roam pastures, pigs are raised in temperature-controlled buildings and have an expected lifespan of six months, at which point they're slaughtered to make room for a new generation, per Reuters. Now there's nowhere for them to go. And if they keep eating, they'll reaching a weight unsafe for handling in meatpacking plants. Even with farmers trying to slow the growth, Iowa's backlog is expected to top 600,000 pigs over the next six weeks, per the Times.An estimated 90,000 pigs have already been killed in Minnesota. One farmer used carbon dioxide; another shot 3,000 pigs in the head—a daylong task. Reuters describes another injecting pregnant sows to cause abortions. The economic losses are huge—up to $390,000 per day, per the Times—but there's mental anguish, too. ""There are farmers who cannot finish their sentences when they talk about what they have to do,"" one pig farmer says. ""There will be suicides in rural America."" Thirteen senators from both sides of the aisle are now asking congressional leaders to help out. ""Failure to have a sensible and orderly process for thinning the herd will lead to animal health issues, environmental issues, and pork producers going out of business,"" they wrote in a Tuesday letter. (Read more pig farmers stories.)",neg,"https://www.newser.com/story/290892/his-task-shoot-3k-pigs-in-a-day.html
"
"Tragedy struck Melissa Etheridge's family Wednesday: The singer lost her son. ""Today I joined the hundreds of thousands of families who have lost loved ones to opioid addiction,"" she tweeted. ""My son Beckett, who was just 21, struggled to overcome his addiction and finally succumbed to it today. He will be missed by those who loved him, his family and friends. My heart is broken. ... We struggle with what else we could have done to save him, and in the end we know he is out of pain now."" Beckett Cypher was one of two children Etheridge had with ex Julie Cypher, NBC News reports. His biological father was David Crosby. Etheridge also has 13-year-old twins with ex Tammy Lynn Michaels. (Read more Melissa Etheridge stories.)",neg,"https://www.newser.com/story/290878/melissa-etheridges-son-dead-at-21.html
"
"The death toll in Tuesday's attack on an Afghan hospital's maternity ward has climbed to 24, while deaths from a later attack on a funeral have risen to 32, per the BBC. The terror began around 10am with blasts and gunfire heard at the Dasht-e-Barchi hospital in Kabul. Three people, reportedly disguised as police officers, killed babies, mothers, medical workers, and a police officer, reports the New York Times. One dead mother was cradling her living newborn; others were found under beds. The attackers were eventually killed by security personnel. The government afterward blamed the Taliban, but the group denied responsibility for the attack. It was similar to others carried out by the Islamic State, per the BBC, which notes three high-profile ISIS members were arrested in Kabul on Monday.An Afghan group affiliated with the Islamic State has claimed responsibility for the violence that followed in Nangarhar, some 125 miles to the east, per the Times. A suicide bomber detonated a device halfway through a funeral for a police commander. Some 133 people were injured in the blast, per the BBC. Even the body of the police commander was ""riddled with shrapnel,"" reports the Times. ""Any attack on innocents is unforgivable, but to attack infants and women in labor in the sanctuary of a hospital is an act of sheer evil,"" Secretary of State Mike Pompeo said Tuesday, per Fox News. ""Terrorists who attack mourners lining up for prayer at a funeral are only seeking to tear apart the bonds that hold families and communities together,"" he added, ""but they will never succeed."" (Read more Afghanistan stories.)",neg,"https://www.newser.com/story/290843/afghan-mother-killed-while-cradling-newborn.html
"
"Militants stormed a maternity hospital Tuesday in the western part of Kabul, Afghanistan, setting off an hourslong shootout with police and killing 14 people, including two newborn babies, their mothers, and nurses, Afghan officials say. The AP reports that while the battle was underway, Afghan security forces struggled to evacuate the facility, carrying out babies and frantic young mothers, per images shared by the Interior Ministry. Soon after the attack started, black smoke rose into the sky over the hospital in Dashti Barchi, a mostly Shiite neighborhood that has been the site of many past attacks by Islamic State militants. Interior Ministry spokesman Tareq Arian said more than 100 women and babies were evacuated from the building before it was over, including three foreign nationals. Arian said 15 others, including women, men, and children, were wounded in the attack.It was unclear why the 100-bed hospital was targeted—an attack Arian said was an ""act against humanity and a war crime."" No one immediately claimed responsibility for the attack in Kabul, where both the Taliban and ISIS frequently target Afghan military and security forces, as well as civilians. The Taliban denied they were involved. ""The forces are trying to eliminate the terrorists and bring the situation under control,"" said Arian while the battle was ongoing. A few hours after the attack started, the ministry released a statement saying all three attackers were dead. The foreign ministry of neighboring Pakistan said both that attack and one Tuesday on a funeral in Afghanistan's Nangarhar province, in which 24 were killed and 68 wounded, ""are particularly despicable as they take place in the holy month of Ramadan and at a time when Afghanistan is grappling with the COVID-19 pandemic.""(Read more Kabul stories.)",neg,"https://www.newser.com/story/290797/at-afghan-maternity-clinic-a-particularly-despicable-act.html
"
"A horrific Mother's Day weekend crash claimed the lives of five family members, including a young expectant mother and her two children. Travon Nelson, 22, was driving his pregnant partner Kristy Monroe, 22, the couple's 1- or 2-year-old son and 7-month-old daughter, and Nelson's 16-year-old brother in Missouri's north St. Louis County on Saturday night, the New York Daily News reports. KSDK and KMOV report Nelson veered off the side of the highway, overcorrected, and ended up swerving into oncoming traffic. The vehicle was then rear-ended by a van and flipped over, killing its occupants instantly. The 54-year-old driver of the van was hospitalized in serious condition. (Read more Missouri stories.)",neg,"https://www.newser.com/story/290779/crash-kills-5-family-members-including-pregnant-mom-and-her-2-babies.html
"
"When a COVID-19 patient on her ward stopped breathing, nurse Celia Marcos rushed into his room to help the ""code blue"" patient without stopping to try to obtain a scarce N95 face mask. She died of the disease 14 days later in the hospital where she worked for more than 16 years, Hollywood Presbyterian Medical Center. Colleagues at the hospital tell the Los Angeles Times that while the 61-year-old was undoubtedly selfless, she might not have died if the hospital had provided the appropriate personal protective equipment. ""The hospital wasn’t giving us appropriate PPE—the N95s were locked,"" one nurse says. ""It’s just too painful for everybody, what happened to her."" Colleagues say Marcos, who oversaw a ward that took coronavirus patients when the COVID-19 units were full, was not given an N95 mask at the start of her shift.Marcos, with only a regular surgical mask for protection, stayed in the patient's room for around 30 minutes. She began feeling ill three days later. Her union has filed a complaint with state authorities, saying her death was the result of inadequate protective gear provided to staff. ""Celia was called to a COVID-19 isolation room while wearing only a surgical mask—not the required N95 respirator, gown, face shield, and booties that her hospital should have given her,"" SEIU 121 President Nina Wells tells the Times. The nurse's son, John Marcos, says her death, without family by her side, was ""heartbreaking."" ""I want people to remember she’s not just a regular nurse,"" he tells KTLA. “She went above and beyond and she made the ultimate sacrifice unfortunately.” At least 35 other health care workers in California have died of COVID-19. (Read more coronavirus stories.)",neg,"https://www.newser.com/story/290732/she-rushed-to-help-a-covid-19-patient-she-died-14-days-later.html
"
"Comedian Jerry Stiller, the father of Ben Stiller who played the high-strung Frank Costanza on Seinfeld, has died at 92, reports USA Today. Ben Stiller announced the news on Twitter, saying his dad died of natural causes. ""He was a great dad and grandfather, and the most dedicated husband to Anne for about 62 years. He will be greatly missed,"" wrote Ben Stiller. ""Love you Dad."" The late Anne Meara was his comedy sidekick for years. Per the AP, Jerry Stiller was a multi-talented performer who appeared in an assortment of movies, playing Walter Matthau’s police sidekick in the thriller The Taking of Pelham One Two Three and Divine’s husband Wilbur Turnblad in John Waters’ twisted comedy, Hairspray. He also wrote an autobiography, Married to Laughter, about his 50-plus year marriage to soul mate and comedic cohort Meara, who died in 2015.And his myriad television spots included everything from Murder, She Wrote to Law & Order—along with 36 appearances alongside Meara on The Ed Sullivan Show. Stiller, although a supporting player on Seinfeld, created some of the show’s most enduring moments: co-creator and model for the “bro,” a brassiere for men; a Korean War cook who inflicted food poisoning on his entire unit; an ever-simmering salesman controlling his explosive temper with the shouted mantra, “Serenity now!” Stiller earned an 1997 Emmy nomination for his indelible Seinfeld performance. He was initially told to play the role of Frank Costanza, father of George, as a milquetoast husband with an overbearing wife, played by Estelle Harris. But the character wasn’t working—until Stiller suggested his reincarnation as an over-the-top crank who matched his wife scream for scream. (Read more obituary stories.)",neg,"https://www.newser.com/story/290727/comedian-jerry-stiller-dead-at-92.html
"
"Paul L. Vasquez, the burly mountain man whose awestruck reaction upon seeing a double rainbow propelled him to internet stardom and turned him into a folk hero, has died in Central California, the AP reports. He was 57. Vasquez, who called himself Yosemitebear on social media, died early Saturday at a hospital emergency room, the Mariposa County coroner's office told the Modesto Bee. The cause of death has not been released. Vasquez had posted on his Facebook page Tuesday that he had gone to get tested for COVID-19, two days after posting about symptoms he was experiencing, but on Friday night he said in a reply to a commenter, ""it’s a long story that ends with me not having Coronavirus but a ticking bomb in my chest that could go off at any moment.""In January 2010, Vasquez posted on YouTube a video shot from his mountainside house of a set of rainbows overlooking the Yosemite valley. He notes in the caption that the camera couldn't capture the rainbows' intensity and brightness. But that wasn't what led to 46 million views of the video. It was Vasquez's reaction. Over the course of the 3-minute video, he repeatedly said “whoa,"" laughed and even sobbed as he marveled at the sight of the rainbows. “It's a double rainbow all the way across the sky!"" he exclaimed. He went on to ponder: “What does it all mean?” The video went viral that summer after Jimmy Kimmel tweeted about it, and it led to appearances on a number of TV shows and commercials for Smartwater, Microsoft, and Delta Air Lines.(Read more obituary stories.)",neg,"https://www.newser.com/story/290723/double-rainbow-guy-dead-at-57.html
"
"A married Maryland couple in their 80s were the victims in a shooting at a veterans cemetery in Delaware, the AP reports. Delaware State Police on Friday night identified the victims as an 86-year-old man and 85-year-old woman from Elkton, Maryland. The wife was pronounced dead at the scene. The husband was taken to the hospital and was in critical condition Friday night. The two were at Delaware Veterans Memorial Cemetery in Bear on Friday morning when they were shot. Their names have not yet been released. A suspect engaged in a shootout with police around noon Friday.He was found dead from a gunshot wound a few hours later in a wooded area where the shootout took place. The suspect was identified only as a 29-year-old man from Middletown, Delaware. It was not immediately clear whether the suspect shot himself or was hit by police in the earlier exchange of gunfire, police said. No officers were injured in the shooting. The state-owned cemetery is overseen by the Office of Veterans Services, a division of the Delaware Department of State.(Read more shooting stories.)",neg,"https://www.newser.com/story/290684/married-couple-85-and-86-shot-in-cemetery-1-dead.html
"
"Betty Wright, the Grammy Award-winning soul singer who gave us ""No Pain (No Gain)"" and ""Tonight Is the Night,"" has died at age 66. The cause was cancer, Billboard reports. ""I just lost my aunt this morning,"" Wright's niece tweeted Sunday, per People, adding that ""my auntie was a legend ... she helped me get my first paychecks singing background ... and I didn’t make it to see you this past week and that's going to haunt me."" Wright broke out at age 17 with ""Clean Up Woman,"" which hit No. 6 on the Hot 100 and helped make her a major player in 1970s Miami funk, per the New York Times. She followed with more than 10 top 20 hit songs including ""Tonight Is the Night"" and the ""Where Is the Love,"" the latter winning a Grammy for best R&B song in 1975.Wright went on to create her own record label, Ms. B Records, and popularize the phrase ""No Pain (No Gain)"" with her namesake song, TMZ reports. She was also an arranger and producer who worked with the likes of Stevie Wonder, David Byrne, Jennifer Lopez, and Bob Marley, and advised many younger soul artists. ""Betty can lay greater claim to being the voice of 'every woman' than, say, Chaka or Aretha,"" a reviewer wrote of her years ago. Born Bessie Regina Norris in Miami in 1953, Wright kicked off her career at age 2 in a gospel group begun by her siblings called Echoes of Joy. Dick Clark later asked if she had been a ""church singer,"" and she didn't hesitate: ""Absolutely,"" she said. ""I still am."" Clearly, she will be missed. (Read more R&B stories.)",neg,"https://www.newser.com/story/290704/she-told-us-no-pain-no-gain-and-now-shes-gone.html
"
"Little Richard, the self-proclaimed ""architect of rock 'n' roll"" whose piercing wail, pounding piano and towering pompadour irrevocably altered popular music while introducing black R&B to white America, has died Saturday. He was 87. Pastor Bill Minson, a close friend of Little Richard's, told the AP that Little Richard died Saturday morning. Minson said he also spoke to Little Richard's son and brother. Minson added that the family is not releasing the cause of death. Born Richard Penniman, Little Richard was one of rock 'n' roll’s founding fathers who helped shatter the color line on the music charts, joining Chuck Berry and Fats Domino in bringing what was once called ""race music"" into the mainstream.Richard’s hyperkinetic piano playing, coupled with his howling vocals and hairdo, made him an implausible sensation—a gay, black man celebrated across America during the buttoned-down Eisenhower era. He sold more than 30 million records worldwide, and his influence on other musicians was equally staggering, from the Beatles and Otis Redding to Creedence Clearwater Revival and David Bowie. In his personal life, he wavered between raunch and religion, alternately embracing the Good Book and outrageous behavior. ""Little Richard? That’s rock ‘n’ roll,"" Neil Young once said. ""Little Richard was great on every record."" It was 1956 when his classic ""Tutti Frutti"" landed like a hand grenade in the Top 40, highlighted by Richard’s memorable call of ""wop-bop-a-loo-bop-a-lop-bam-boom.""(Read more obituary stories.)",neg,"https://www.newser.com/story/290675/the-self-proclaimed-architect-of-rock-n-roll-is-dead-at-87.html
"
"Magician Roy Horn of the famed Las Vegas act Siegfried & Roy has died of complications from the coronavirus. He was 75, per the AP. A spokesman says Horn was diagnosed with COVID-19 last week and died Friday at Las Vegas' MountainView Hospital, the New York Times reports. Siegfried & Roy were an institution in Las Vegas, where their magic and artistry consistently attracted sellout crowds. The pair performed six shows a week, 44 weeks per year. ""Today, the world has lost one of the greats of magic, but I have lost my best friend,"" Siegfried Fischbacher, who had been Horn's business and domestic partner, said in a statement, per the Las Vegas Review-Journal. ""From the moment we met, I knew Roy and I, together, would change the world. There could be no Siegfried without Roy, and no Roy without Siegfried.""The German-born pair met on a cruise in 1957; Horn was a waiter, Fischbacher a steward. They started building a theater and nightclub act centered on magic and exotic animals and gained publicity after Princess Grace saw them at a 1966 show in Monte Carlo, Monaco, and gave them a rave review. They arrived in Sin City in 1967 as a specialty act at the Tropicana. They became the main act at the Frontier Hotel in the early '80s and moved on to the Mirage hotel-casino about a decade later, where they signed lifetime contracts. Horn was critically injured in 2003 by one of the act’s white tigers. He was attacked by the tiger during the duo’s act at the Mirage. He had severe neck injuries and later had a stroke. The attack ended the long-running production. The pair returned to the stage in February 2009 for what was billed as their one and only comeback performance, to raise funds for a new rehabilitation center.(Read more Roy Horn stories.)",neg,"https://www.newser.com/story/290658/roy-horn-of-siegfried-roy-dies-of-covid-19.html
"
"Restaurants of all sorts face an uncertain path to reestablishing a thriving business. But the prospects for buffet restaurants appear especially bleak during the pandemic. So none of the 97 Souplantation and Sweet Tomatoes restaurants will reopen, the company announced this week. The FDA had recommended closing down self-serve stations, such as drink stations in fast-food places, the CEO of Garden Fresh said. ""They specifically talked about salad bars and buffets,"" John Haywood said. ""The regulations are understandable, but unfortunately, it makes it very difficult to reopen. And I'm not sure the health departments are ever going to allow it."" The 42-year-old company has tried for eight weeks to find a way to weather the shutdown, the San Diego Union-Tribune reports, but Haywood said, ""It doesn’t work if we are not allowed to continue our model.""Buffets will have to undergo major changes if they're to survive, Jonathan Maze writes in Restaurant Business—and they just might not survive. ""Part of the magic is enjoying the ability to build your own experience,"" Haywood said, so taking that away won't work. Fans of the soup-and-salad restaurants—which have 4,400 employees—posted tributes on Twitter, per the Washington Post. ""Blunt, no frills, the great equalizing buffet at its core,"" one wrote. ""You didn't have to be anyone, you just had to want to eat."" Sewell Chan wrote in the Los Angeles Times that he found a home at Souplantation after moving to California, listing his favorites as wonton chicken salad, Yankee clam chowder with bacon bits and minestrone and French onion soup. Another tweet expressed regret: ""If I knew that the last time I was gonna slip blueberry muffins from Souplantation into my handbag was gonna be my last, I would’ve walked out with a tray."" (Read more restaurant industry stories.)",neg,"https://www.newser.com/story/290657/popular-buffet-hits-the-end-of-the-line-and-fans-are-upset.html
"
